tsp,RHC,50,2000,3,9.653025269762
tsp,RHC,50,2000,6,11.506192419016555
tsp,RHC,50,2000,9,9.490223394510421
tsp,RHC,50,2000,0,9.752380154410213
tsp,RHC,50,2000,2,11.311340623708082
tsp,RHC,50,2000,7,10.423725787819055
tsp,RHC,50,2000,5,9.561302512475187
tsp,RHC,50,2000,8,10.938292459027384
tsp,RHC,50,2000,4,10.294004426241068
tsp,RHC,50,2000,1,9.938063510307295
tsp,SA,50,2000,0,0.0929672448467722
tsp,SA,50,2000,1,0.10770678053227545
tsp,SA,50,2000,2,0.08394777917744829
tsp,SA,50,2000,0,9.396527970101527
tsp,SA,50,2000,2,9.19228003705331
tsp,SA,50,2000,1,9.78207092326038
tsp,SA,50,2000,0,10.396021457424087
tsp,SA,50,2000,1,9.273853178526048
tsp,SA,50,2000,2,9.239051270064541
tsp,SA,50,2000,2,11.575012791047998
tsp,SA,50,2000,0,11.430783879771377
tsp,SA,50,2000,1,10.50424495035652
tsp,SA,50,2000,2,9.459497384007442
tsp,SA,50,2000,0,10.152107042592506
tsp,SA,50,2000,1,8.798045537425006
tsp,SA,50,2000,0,10.338974462235116
tsp,SA,50,2000,0,8.012184900272873
tsp,SA,50,2000,0,10.132755662423675
tsp,SA,50,2000,0,9.207729137489132
tsp,SA,50,2000,0,9.994983571927252
tsp,SA,50,2000,0,9.323364399637665
tsp,SA,50,2000,0,9.238276161008597
tsp,SA,50,2000,0,9.745286414097027
tsp,SA,50,2000,0,10.125900235112237
tsp,SA,50,2000,0,9.77757879696184
tsp,SA,50,2000,0,9.263506806269508
tsp,SA,50,2000,0,9.512556911282752
tsp,SA,50,2000,0,9.355102178394615
tsp,SA,50,2000,0,10.837670461916376
tsp,SA,50,2000,0,9.793603001187819
tsp,SA,50,2000,0,9.720499227748231
tsp,SA,50,2000,0,10.074741444287367
tsp,GA,50,2000,0,0.13822302160024927
tsp,GA,50,2000,0,6.547619784341132
tsp,GA,50,2000,0,6.358599697853788
tsp,GA,50,2000,0,6.651983468735728
tsp,GA,50,2000,0,6.672067034924062
tsp,GA,50,2000,0,6.834501990725497
tsp,MIMIC,50,2000,0,0.037277245183211634
tsp,MIMIC,50,2000,0,29.83604501302416
