51.731,61.055,66.667
51.237,61.055,66.667
50.437,61.055,66.667
50.550,61.055,66.667
50.799,61.055,66.667
50.256,61.055,66.667
50.228,61.055,66.667
50.322,61.055,66.667
50.255,61.055,66.667
49.886,61.055,66.667
50.181,61.055,66.667
49.770,61.055,66.667
49.432,61.055,66.667
49.199,61.055,66.667
48.991,61.055,66.667
48.996,61.055,66.667
48.952,61.055,66.667
48.892,61.055,66.667
48.969,61.055,66.667
49.052,61.055,66.667
48.947,61.055,66.667
48.860,61.055,66.667
49.046,61.055,66.667
48.873,61.055,66.667
48.956,61.055,66.667
48.867,61.055,66.667
48.907,61.055,66.667
48.940,61.055,66.667
48.893,61.055,66.667
49.163,61.055,66.667
48.875,61.055,66.667
48.775,61.055,66.667
48.789,61.055,66.667
48.607,61.055,66.667
48.439,61.055,66.667
48.429,61.055,66.667
48.357,61.055,66.667
48.304,61.055,66.667
48.129,61.055,66.667
48.278,61.055,66.667
48.317,61.055,66.667
48.240,61.055,66.667
48.176,61.055,66.667
48.350,61.055,66.667
48.658,61.055,66.667
48.523,61.055,66.667
48.374,61.055,66.667
48.522,61.055,66.667
48.457,61.055,66.667
48.452,61.055,66.667
48.368,61.055,66.667
48.409,61.055,66.667
48.364,61.055,66.667
48.402,61.055,66.667
48.265,61.055,66.667
48.276,61.055,66.667
48.316,61.055,66.667
48.216,61.055,66.667
48.182,61.055,66.667
48.189,61.055,66.667
48.261,61.055,66.667
48.310,61.055,66.667
48.395,61.055,66.667
48.391,61.055,66.667
48.165,61.055,66.667
48.266,61.055,66.667
48.240,61.055,66.667
48.108,61.055,66.667
48.108,61.055,66.667
47.916,61.055,66.667
47.889,61.055,66.667
47.993,61.055,66.667
47.921,61.055,66.667
47.795,61.055,66.667
47.644,61.055,66.667
47.701,61.055,66.667
47.695,61.055,66.667
47.720,61.055,66.667
47.647,61.055,66.667
47.766,61.055,66.667
47.794,61.055,66.667
47.748,61.055,66.667
47.794,61.055,66.667
47.836,61.055,66.667
47.670,61.055,66.667
47.641,61.055,66.667
47.674,61.055,66.667
47.619,61.055,66.667
47.607,61.055,66.667
47.667,61.055,66.667
47.525,61.055,66.667
47.483,61.055,66.667
47.422,61.055,66.667
47.414,61.055,66.667
47.582,61.055,66.667
47.509,61.055,66.667
47.394,61.055,66.667
47.305,61.055,66.667
47.290,61.055,66.667
47.180,61.055,66.667
47.180,61.055,66.667
47.051,61.055,66.667
46.994,61.055,66.667
47.077,61.055,66.667
47.027,61.055,66.667
47.148,61.055,66.667
47.027,61.055,66.667
47.169,61.055,66.667
47.253,61.055,66.667
47.295,61.055,66.667
47.253,61.055,66.667
47.221,61.055,66.667
47.191,61.055,66.667
47.094,61.055,66.667
47.028,61.055,66.667
47.041,61.055,66.667
46.968,61.055,66.667
47.029,61.055,66.667
47.048,61.055,66.667
47.079,61.055,66.667
47.128,61.055,66.667
47.139,61.055,66.667
47.124,61.055,66.667
47.114,61.055,66.667
47.026,61.055,66.667
47.012,61.055,66.667
47.025,61.055,66.667
47.033,61.055,66.667
47.009,61.055,66.667
47.066,61.055,66.667
47.030,61.055,66.667
46.887,61.055,66.667
46.992,61.055,66.667
46.988,61.055,66.667
46.987,61.055,66.667
46.959,61.055,66.667
47.020,61.055,66.667
47.055,61.055,66.667
47.032,61.055,66.667
47.081,61.055,66.667
47.047,61.055,66.667
47.039,61.055,66.667
46.982,61.055,66.667
46.872,61.055,66.667
46.837,61.055,66.667
46.837,61.055,66.667
46.737,61.055,66.667
46.701,61.055,66.667
46.729,61.055,66.667
46.735,61.055,66.667
46.785,61.055,66.667
46.774,61.055,66.667
46.740,61.055,66.667
46.814,61.055,66.667
46.831,61.055,66.667
46.766,61.055,66.667
46.737,61.055,66.667
46.740,61.055,66.667
46.820,61.055,66.667
46.822,61.055,66.667
46.805,61.055,66.667
46.868,61.055,66.667
