54.522,38.945,33.333
54.476,38.945,33.333
54.476,38.945,33.333
54.476,38.945,33.333
54.476,38.945,33.333
54.472,38.945,33.333
54.472,38.945,33.333
54.418,38.945,33.333
54.418,38.945,33.333
54.418,38.945,33.333
54.418,38.945,33.333
54.418,38.945,33.333
54.321,38.945,33.333
54.303,38.945,33.333
54.303,38.945,33.333
54.303,38.945,33.333
54.303,38.945,33.333
54.303,38.945,33.333
54.094,38.945,33.333
54.094,38.945,33.333
54.094,38.945,33.333
54.094,38.945,33.333
54.094,38.945,33.333
54.094,38.945,33.333
54.094,38.945,33.333
54.094,38.945,33.333
54.094,38.945,33.333
54.093,38.945,33.333
54.093,38.945,33.333
54.061,38.945,33.333
54.061,38.945,33.333
54.061,38.945,33.333
54.061,38.945,33.333
54.061,38.945,33.333
54.056,38.945,33.333
54.056,38.945,33.333
53.969,38.945,33.333
53.912,38.945,33.333
53.912,38.945,33.333
53.911,38.945,33.333
53.844,38.945,33.333
53.844,38.945,33.333
53.844,38.945,33.333
53.709,38.945,33.333
53.709,38.945,33.333
53.709,38.945,33.333
53.709,38.945,33.333
53.704,38.945,33.333
53.604,38.945,33.333
53.566,38.945,33.333
53.566,38.945,33.333
53.566,38.945,33.333
53.565,38.945,33.333
53.565,38.945,33.333
53.565,38.945,33.333
53.565,38.945,33.333
53.563,38.945,33.333
53.561,38.945,33.333
53.561,38.945,33.333
53.561,38.945,33.333
53.561,38.945,33.333
53.561,38.945,33.333
53.561,38.945,33.333
53.561,38.945,33.333
53.561,38.945,33.333
53.561,38.945,33.333
53.561,38.945,33.333
53.561,38.945,33.333
53.560,38.945,33.333
53.560,38.945,33.333
53.560,38.945,33.333
53.560,38.945,33.333
53.543,38.945,33.333
53.497,38.945,33.333
53.497,38.945,33.333
53.497,38.945,33.333
53.497,38.945,33.333
53.497,38.945,33.333
53.497,38.945,33.333
52.244,37.186,30.409
52.244,37.186,30.409
52.244,37.186,30.409
52.244,37.186,30.409
52.155,37.186,30.409
52.155,37.186,30.409
52.155,37.186,30.409
52.155,37.186,30.409
52.132,36.935,30.409
52.132,36.935,30.409
52.132,36.935,30.409
52.132,36.935,30.409
52.118,35.930,30.409
52.061,35.930,30.409
52.061,35.930,30.409
52.061,35.930,30.409
52.061,35.930,30.409
52.061,35.930,30.409
52.061,35.930,30.409
52.061,35.930,30.409
52.061,35.930,30.409
52.061,35.930,30.409
52.061,35.930,30.409
52.061,35.930,30.409
52.061,35.930,30.409
52.061,35.930,30.409
52.061,35.930,30.409
52.061,35.930,30.409
52.061,35.930,30.409
52.061,35.930,30.409
52.061,35.930,30.409
52.061,35.930,30.409
52.060,35.930,30.409
52.060,35.930,30.409
52.060,35.930,30.409
52.060,35.930,30.409
52.060,35.930,30.409
52.060,35.930,30.409
51.990,35.678,29.825
51.990,35.678,29.825
51.989,35.678,29.825
51.974,35.678,29.825
51.974,35.678,29.825
51.974,35.678,29.825
51.974,35.678,29.825
51.974,35.678,29.825
51.974,35.678,29.825
51.974,35.678,29.825
51.930,35.427,29.825
51.929,35.427,29.825
51.854,34.925,29.825
51.854,34.925,29.825
51.854,34.925,29.825
51.854,34.925,29.825
51.854,34.925,29.825
51.853,34.925,29.825
51.830,34.171,28.070
51.830,34.171,28.070
51.830,34.171,28.070
51.819,33.920,28.070
51.819,33.920,28.070
51.819,33.920,28.070
51.819,33.920,28.070
51.819,33.920,28.070
51.819,33.920,28.070
51.800,33.417,28.070
51.800,33.417,28.070
51.800,33.417,28.070
51.800,33.417,28.070
51.800,33.417,28.070
51.800,33.417,28.070
51.799,33.417,28.070
51.799,33.417,28.070
51.799,33.417,28.070
51.799,33.417,28.070
51.799,33.417,28.070
51.799,33.417,28.070
51.778,33.417,27.485
51.775,33.417,27.485
51.775,33.417,27.485
51.775,33.417,27.485
51.775,33.417,27.485
51.775,33.417,27.485
51.642,30.653,23.977
51.642,30.653,23.977
51.642,30.653,23.977
51.641,30.653,23.977
51.641,30.653,23.977
